KEY,location1Key,location2Key,name
Path(6554440085798912),Location(5335151215378432),Location(5253164749553664),Beached Ship - Cyrilla Top Deck 1
Path(6555327927681024),Location(6081417385869312),Location(6685398327885824),Arena Pit One to Reward Room One
Path(6555560453865472),Location(5169038100004864),Location(4713648428154880),Grand Tree Arch - Jachums Steps
Path(6557336009703424),Location(4557967676932096),Location(5683997762387968),Fisherman's Ferry 2 - Maelstrom
Path(6557824757792768),Location(6061716843528192),Location(5498766890106880),3 to 4
Path(6557863730741248),Location(6491840832864256),Location(6111182702772224),Trail Head - Hollow Forest Walk
Path(6558175831523328),Location(6000580091707392),Location(5312945761288192),4 to 2
Path(6560583354155008),Location(6253413332942848),Location(6558996028194816),Tomb of Gol'Shlanek 3 - Tomb of Gol'Shlanek 4
Path(6564566849290240),Location(6513823689736192),Location(6177538387214336),Someone's Room
Path(6564616501985280),Location(4703217505009664),Location(6041514953146368),null
Path(6566189385383936),Location(4929421640728576),Location(5483237532499968),Path to Entrance
Path(6567304812298240),Location(5262209627717632),Location(6664887786799104),High Road Forest - Hidden Trail
Path(6568038958891008),Location(5164584575172608),Location(5090658121678848),Misty Forest - Misty Forest Goblin Camp
Path(6568718765129728),Location(4509875725926400),Location(5254277645729792),Secret Passageway 4 - Keep Kitchen Storage
Path(6569802392403968),Location(4708530482839552),Location(4741759352963072),Feeder Stream to Cavern Mouth
Path(6570607812542464),Location(5700939346345984),Location(5751995098988544),Ornate Keep Hallway - Ornate Keep Hallway 2
Path(6572018903285760),Location(4686268414820352),Location(6018852616929280),"Grand Study, Secret Passage"
Path(6572424170569728),Location(5654313976201216),Location(5323223134633984),Desert - North Mountains
Path(6580837237129216),Location(5253164749553664),Location(4865327452651520),Aseridith Fort East Beach - Beached Ship
Path(6585982992515072),Location(5027687722909696),Location(6271322019856384),Learning Grounds - Learning Grounds Glacier
Path(6586821792497664),Location(5030142437228544),Location(4752720030597120),Altar of Destruction - Descent
Path(6588426391912448),Location(5634325495676928),Location(5709053514219520),Arena Pit #4 - Arena Hallway # 11
Path(6589392294510592),Location(5464246322200576),Location(4607990200008704),Northeast Cemetery to Skeleton Grave
Path(6590387647938560),Location(5612169386262528),Location(4765966608105472),Ent to cent
Path(6590671965650944),Location(5399347325304832),Location(6153253135319040),Path to Room of Records
Path(6593875977699328),Location(4875121501667328),Location(5005013727838208),Gloomy - Town Hall
Path(6596385778434048),Location(5974674766823424),Location(5227660768706560),Aseridith Farmland - Aseridith Fort Guardtower 1
Path(6598084824924160),Location(6664887786799104),Location(6058118315245568),null
Path(6599532177784832),Location(4800814537506816),Location(5446760539619328),Troll Tent - Troll General's Quarters
Path(6599764162641920),Location(6130757089361920),Location(5506034097717248),Arena Pit Two to Hub
Path(6600973969522688),Location(5478083828121600),Location(5998194032902144),Sirian Guardtower 2 - Sirian Guardtower 3
Path(6603477037875200),Location(6211039030935552),Location(5688387279257600),Aseridith Fort Outer Southern Walls - Aseridith Fort Outer Eastern Walls
Path(6606756480811008),Location(6590285113458688),Location(6177538387214336),Someone's Room
Path(6607282680889344),Location(5409986727378944),Location(5582269139910656),Trident - Gilded
Path(6607812494884864),Location(6166964233830400),Location(6215834292715520),Orc Camp - Old Mine Entrance
Path(6607819116642304),Location(5942116728438784),Location(5130593837776896),Valley to rred
Path(6608347393949696),Location(5769748184301568),Location(6275924844085248),Emerald Jungle3 - Emerald Jungle4
Path(6609169142513664),Location(4701732827299840),Location(5963670924296192),Northern Volantis Coastline - Nors Mountain
Path(6612678667665408),Location(5687441444831232),Location(5709056673054720),Eridis Forest
Path(6615196730654720),Location(5917286154108928),Location(5294285612122112),Tunnel Climb - Tunnel Climb
Path(6617033848389632),Location(5490839199416320),Location(4750757815386112),Overgrown Path-Outer Gate
Path(6618261919891456),Location(5671021646708736),Location(6517077053800448),Left Passage -> Kamil Cave
Path(6621101581402112),Location(6491840832864256),Location(6689992051523584),Trail Head - River Rock Road
Path(6625986754117632),Location(5549729958330368),Location(5703004724658176),Spectral Marsh - Il'Kalet
Path(6626227683328000),Location(4729971436421120),Location(5947260731129856),Debuff Instance Winding Path - Kayoak Outskirts
Path(6631039121752064),Location(4861326027390976),Location(6436691348291584),Cliffside Coast- Cliff-side Trail
Path(6631453110829056),Location(4773937385308160),Location(5026184656322560),MGO's Test Area - MGO's Armor Roll Testing Room
Path(6631643861221376),Location(4963088191193088),Location(5903223313399808),Keep Hallway 2 - Keep Servant's Quarters
Path(6631864156553216),Location(5294285612122112),Location(4769608749809664),Tunnel Climb - Tunnel Climb
Path(6632836512612352),Location(5423123405996032),Location(4732909075300352),"Strange Empty Room 6, Strange Empty Room 4"
Path(6635744348078080),Location(4543319202856960),Location(6673370652344320),Nomad Conclave 2 - Empty Yurt
Path(6637356476006400),Location(6231380530823168),Location(4834678305456128),High Road Forest Lookout - High Road: Ogre Pass
Path(6637629194371072),Location(5566908544319488),Location(6097270970253312),Cavern Lowlands - Drider Spawning Ground
Path(6637696914554880),Location(6057435877343232),Location(4921226304159744),Arena Hallway #12 - Arena Reward #5
Path(6640729789038592),Location(5965801278406656),Location(5806063024603136),Black Mountain - Black Forest
Path(6642103886544896),Location(5268847954755584),Location(5389255752286208),Arena Hallway #5 - Arena Reward # 2
Path(6642722610085888),Location(5010032827826176),Location(6274138448855040),Underwater cave - submerged gate
Path(6649188909580288),Location(6526462635016192),Location(6559762615369728),Old Mine 5 to Old Mine 6
Path(6650262248751104),Location(4675290055835648),Location(6608541406199808),Kujir Marsh5 - Lizardfolk Marshland1
Path(6650283874582528),Location(5629499534213120),Location(4908030927831040),Aera - Aera Town Hall
Path(6650612606828544),Location(5066885376245760),Location(5989522382258176),Deep Emerald Jungle3 - Lycan Territories
Path(6651291231059968),Location(4610597649907712),Location(4595472251486208),To the Front Door
Path(6651734056763392),Location(5779535989047296),Location(6601784795070464),Aseridith Prison Cells - Death Row
Path(6654789454921728),Location(6254417368317952),Location(6496688202317824),Gloomy Descent -> Ethereal Prison
Path(6662323184074752),Location(5662689410154496),Location(6551743882330112),Kamil Drop -> Halissa Forest
Path(6665007257616384),Location(4993749247852544),Location(5350034434686976),Barracks - Mess Hall
Path(6665253882429440),Location(5965801278406656),Location(5323223134633984),North Mountain Range - Black mountain
Path(6669355408424960),Location(5629499534213120),Location(5757649010294784),Aera - North West Hills
Path(6671164696952832),Location(6493907437223936),Location(5188914373459968),Crevice-DrakeCave
Path(6671830961094656),Location(5965801278406656),Location(6571210251960320),BM - Hidden Pass
Path(6671942572572672),Location(6483513767362560),Location(5147963085029376),Split - Winding River
Path(6677820348825600),Location(6304554086039552),Location(4574231350476800),Hidden Path Heal
Path(6679112574304256),Location(4584406296559616),Location(5833630947999744),NJ Test - NJ Test 2
Path(6680318216503296),Location(4770947488284672),Location(6175040815497216),Glowworm Cavern Passage - Stony Creekbed
Path(6684131354214400),Location(5236629128085504),Location(6589065205907456),Crypt Hub - Upper Crypt
Path(6684523575640064),Location(5930570520985600),Location(5178624356909056),Darkwood B5 - Darkwood B8
Path(6686220992643072),Location(6618227130499072),Location(6177538387214336),Someone's Room
Path(6690669415890944),Location(5457132737003520),Location(6730589667852288),Obsidian Passageway - Sacrosanct Pathway
Path(6691982621540352),Location(6286945395146752),Location(4895729587847168),Old Mine 10 to Old Mine 10 - Southwest
Path(6693822870847488),Location(6568271178891264),Location(6447747551461376),Mine Cart Start - Mine Cart 3
Path(6694792594456576),Location(5084569214648320),Location(5156159802572800),Tutorial 2 - Tutorial 3
Path(6694837954281472),Location(5199146446749696),Location(5345384328593408),To Tower 2
Path(6699651513712640),Location(6486746360971264),Location(4534253691338752),Mausoleum of Gol'Shlanek 4 - Mausoleum of Gol'Shlanek 5
Path(6702923497603072),Location(4858846937874432),Location(6530427779022848),Run from Dir
Path(6706500720394240),Location(6145774217854976),Location(5862164373962752),Austere - Pond
Path(6707886185250816),Location(6743743793463296),Location(5346483960545280),Script Arena Pit #2 - Script Arena Hallway #3
Path(6708055395794944),Location(5710106524123136),Location(4948836791353344),Dense Jungle - Dense Jungle
Path(6708120451547136),Location(6616739106258944),Location(4514173299982336),Great Northern Hills-Northern Valley
Path(6713015543529472),Location(6533289986228224),Location(5951574616047616),Goliath Gulch Descent - Goliath Gulch
Path(6713435731525632),Location(4891495303741440),Location(6521777110908928),Artius River-Artius Lane
Path(6714772976566272),Location(6373434477248512),Location(5854320235118592),Xaruk Forest 4 - Xaruk Forest 7
Path(6725316936466432),Location(4696875286396928),Location(5254671279063040),Old Mine 7 to Old Mine 8
Path(6726182041026560),Location(5928176714776576),Location(5328988679438336),Tunnel Climb - Tunnel Climb
Path(6727678896898048),Location(4571571273334784),Location(5966873809125376),"West Library, Common Area"
Path(6727758124154880),Location(6062193298636800),Location(5056691190104064),wastesentrance
Path(6733476745445376),Location(5200925509812224),Location(5796310611656704),coral reef -> underwater cave
Path(6735366307971072),Location(5398439088619520),Location(5483237532499968),Path to canyon - mystic
Path(6736137402187776),Location(5335151215378432),Location(6461550881931264),Cyrilla: Top Deck 1 - Dropdown
Path(6739232896319488),Location(5153843429507072),Location(6306125748109312),Spargus - Antique Shop
Path(6741079798841344),Location(5354046048174080),Location(5088480938950656),"Supply Room, Kitchen"
Path(6742257276813312),Location(4516845742194688),Location(6062991287517184),Deep Emerald Jungle4 - Tainted Jungle
Path(6743708724887552),Location(4713019464744960),Location(6519823672803328),The Depths - Grimy Cave
Path(6744670363189248),Location(5935764762263552),Location(6306125748109312),Spargus Town Hall
Path(6745535430524928),Location(6067293019176960),Location(5993303047143424),Forest Trail - Eerie Glade
Path(6746402551496704),Location(5305761816641536),Location(4878368132038656),East Bridge - Open Courtyard
Path(6748187606122496),Location(6318243394617344),Location(4992990164811776),Horrific Mechanism - Descent
Path(6749983684952064),Location(5907800929075200),Location(5135394614542336),Nik's Cut-Through - Mountain Pass
Path(6752386589655040),Location(6123396480892928),Location(5140503684186112),Dig to Planning
